id,title,description,url,start_time,end_time,venue_id,venue_details
1250476834,Red Hat Mobile Portfolio Center Tour,"## Open source hits the open road\r\n\r\n### Red Hat and Intel mobile portfolio center coming to Hillsboro\r\n\r\nInnovation on the interstate? A full stack in a semi truck? However you describe it, it’s clear: The Red Hat® and Intel mobile portfolio center brings enterprise IT solutions to you.\r\nWith 6 kiosk demos, the mobile portfolio center gives you a hands-on experience with everything from infrastructure optimization to integration to automation and management--all inside of a self-contained, 18-wheel semi truck.\r\n\r\nIt’s your chance to test drive Red Hat technology powered by Intel and get answers from the experts. Join us in Hillsboro on February 24 from 8:30 a.m. - 3:00 p.m. Breakfast and lunch are included.",https://events.redhat.com/profile/form/index.cfm?PKformID=0x1366870001,2020-02-24T08:30:00.000-08:00,2020-02-24T15:00:00.000-08:00,202396488,Semi truck will be parked in the parking lot.  Sign up at the provided URL.
1250476517,PDXWIT Presents: How to Navigate the Tech Industry - A Beginners Guide,"***Registration through Eventbrite https://www.eventbrite.com/e/pdxwit-presents-how-to-navigate-the-tech-industry-a-beginners-guide-tickets-86361791443 is required to gain entry to this event ***\r\n\r\nMany people starting out in the software industry experience frustration when work conversations are riddled with acronyms or tech jargon they do not understand. They become overwhelmed by the enormous amount of information to learn and do not know where to start. To rectify that, we have a group of women speaking who can demystify some of the tools, jargon, and jobs around software:\r\n\r\nPolina Vorozheykina, a software engineer at New Relic, will share her experience entering the industry into a far more senior team of 12 engineers. She will cover useful terminology to know, how to go about asking questions, and how to begin building broad software expertise.\r\n\r\nAshley Puls, a distinguished engineer and architect at New Relic, will cover some useful tools and terminology engineers encounter on a daily basis.\r\n\r\nElisa Binette, a Director of Software Engineering at New Relic, will demystify some of the roles and job titles used in the technology industry. What’s a full stack, front end, or backend engineer? What’s a DBA? What are the key differences between a senior, lead, or engineering manager?\r\n\r\nAfterwards, beginning engineers should better understand common technology terms and the desired skills within each role. They should have a “lay of the land” and feel empowered to go out and learn.\r\n\r\nAgenda:\r\n5:30 p.m. - Doors open\r\n6:00 p.m. - Introduction\r\n6:10 p.m. - Talks begin\r\n7:00 p.m. - Q&A, networking\r\n7:30 p.m. - Event ends\r\n\r\nEvent FAQ\r\nQ: Will there be gender neutral restrooms?\r\nA: Yes, there will be gender neutral restrooms.\r\n\r\nQ: Is the space ADA accessible? \r\nA: Yes, the space is ADA accessible.\r\n\r\nQ: Will there be food and drink at this event? \r\nA: Yes, food and drink will be provided.\r\n\r\nQ: What is the parking situation? \r\nA: We recommend taking public transportation—the event is nearby multiple Trimet bus and MAX lines—but there are also paid parking sites close to the event.\r\n\r\nQ: Is there any special information that might help me find the entrance?\r\nA: When you arrive, take the elevators up to the 27th floor.\r\n\r\nQ: Is there secured bike parking?\r\nA: No, secured bike parking will not be available, but bike racks are located outside the building.\r\n\r\nQ: Should I consider using public transportation?\r\nA: Yes, public transportation is best.\r\n\r\nQ: Can I bring my dog?\r\nA: No, we ask that you leave your furry friend home.\r\n\r\nPurpose:\r\nPDXWIT is a community-based non-profit organization. Our purpose is to strengthen the Portland women in tech community by offering educational programs, partnerships, mentorships, resources and opportunities. We are unifying a supportive environment for current and potential women in tech, all of whom are committed to helping each other. Our goal is to bring together and empower women in tech and to encourage others to pursue tech careers. This is our step towards reducing the gender imbalance in the industry and addressing the current negative effects of that imbalance on women.\r\n\r\nOur events are inclusive. ALL people who support our purpose are welcome.\r\n",http://pdxwit.org,2020-02-24T17:30:00.000-08:00,2020-02-24T19:30:00.000-08:00,202392091,
1250476586,"Open Source Peer Mentoring (Monday Python, for Python JavaScript, Django, React and all open source)","We normally have 12- 24 attendees - some people register on Meetup, others show up every week or see the event on Calagator. All are welcome. Pizza and beverages are served. Parking is free!\r\n\r\nBring your laptop. Learn and/or share your existing knowledge with others. This group focuses on Python, Django, JavaScript, jQuery, SQL, CSS and HTML. Other languages are welcome.\r\n\r\nThis week we will do introductions at 6:20 then pair up mentors and learners and/or work on projects.\r\n\r\nSet aside one night a week to become a better developer, pick up new skills, and get help with your projects and learning. We'll have mentors on hand and a community of other learners to meet and work with.\r\n\r\nThis event is beginner friendly, we can help get you started with programming, support your online learning, or just talk about where you are at and what comes next.\r\n\r\nFree parking! Save this number in case you need help finding us: (541) 602-6215 We are at 2828 SW Corbett Ave #208, inside the Portland State Business Accelerator, and near the International School.",https://www.meetup.com/Portland-Programmer-Network/events/mbpkqlywdbkc/,2020-02-24T18:00:00.000-08:00,2020-02-24T21:30:00.000-08:00,202395100,In the PSU Business Accelerator in Suite 208. Free Parking!\r\n
1250476805,UX Happy Hour - February ,"Join us for another night of meeting new friends and chill design conversations over food and drinks. Your hosts are Rachel Glaves and Leo LaCroix, both local UX designers. Welcome! We hope you swing by and say hi.\r\n\r\nVenue note: We're still meeting at the food cart pod at 11th and SE Madison. We'll be in the west area of the pod with the covered picnic tables under the heaters, behind most of the food trucks. The pod has a beer cart and many food options - come enjoy dinner with us!\r\n\r\nIt may be a bit rainy, but it shouldn't be too cold plus there are covered areas to sit with heaters! See you there.",,2020-02-24T18:00:00.000-08:00,2020-02-24T20:00:00.000-08:00,202396384,
1250476705,One-on-One Community Tech Appointments,"Have a Computer Question?\r\nBook today for one-on-one tech help! Learn valuable computer skills, find answers to your questions, and get technical advice through an appointment with a Free Geek volunteer mentor. \r\nThis is a free, volunteer-powered service. When registering, you must sign a release to participate.\r\n\r\nDetails and What to Bring:\r\nPlease bring your device (laptop and power cord, or desktop tower only) and request an Equipment Pass when you arrive.\r\nVolunteers may be able to help with smartphones and tablets based on capacity.\r\n\r\nWhat Can I Get Help With?\r\n\r\nUsing your Linux computer\r\nRunning updates\r\nInstalling software\r\nLibreOffice help \r\nAccessing and using the internet\r\nTroubleshoot a computer problem\r\nStart using privacy and safety tools like a password manager or VPN\r\nAnd more!",https://www.eventbrite.com/e/one-on-one-community-tech-appointments-registration-90039762353,2020-02-25T15:30:00.000-08:00,2020-02-25T16:30:00.000-08:00,202389965,
1250476706,One-on-One Community Tech Appointments,"Have a Computer Question?\r\nBook today for one-on-one tech help! Learn valuable computer skills, find answers to your questions, and get technical advice through an appointment with a Free Geek volunteer mentor. \r\nThis is a free, volunteer-powered service. When registering, you must sign a release to participate.\r\n\r\nDetails and What to Bring:\r\nPlease bring your device (laptop and power cord, or desktop tower only) and request an Equipment Pass when you arrive.\r\nVolunteers may be able to help with smartphones and tablets based on capacity.\r\n\r\nWhat Can I Get Help With?\r\n\r\nUsing your Linux computer\r\nRunning updates\r\nInstalling software\r\nLibreOffice help \r\nAccessing and using the internet\r\nTroubleshoot a computer problem\r\nStart using privacy and safety tools like a password manager or VPN\r\nAnd more!",https://www.eventbrite.com/e/one-on-one-community-tech-appointments-registration-90039762353,2020-02-25T16:30:00.000-08:00,2020-02-25T17:30:00.000-08:00,202389965,
1250476823,Donut.js February 2020,"Donut.js is a monthly meet-up in Portland, OR with a handful of wonderful talks on tech, creativity, community, and the places they come together.\r\n\r\n## Schedule\r\n- 6:00 — Arrive, socialize, eat tasty donuts and snacks!\r\n- 6:30 — Opening Remarks\r\n- 6:45 — **Caitlyn Greffly — How to Support the Junior Developer on Your Team**\r\n- 7:00 — 10-minute break\r\n- 7:10 — **Ben Kassman — Seeing Sound: Making Podcasts Accessible**\r\n- 7:25 — 10-minute break\r\n- 7:35 — **Lexa Whitehurst — Different Doesn't Mean Broken**\r\n- 7:45 — Meet people and eat more donuts!\r\n\r\n## Details\r\n\r\n- $10 or $0 in advance at https://donutjs.club/ or at the door. We take cards.\r\n- Nametags and pronoun stickers will be available at check-in.\r\n- Donut.js logo stickers and enamel pins also available at check-in.\r\n- All talks are live-captioned by Mirabai Knight of Steno Knight.\r\n- Two all-gender, stall-only restrooms are available.\r\n- Event is on the second floor. Elevator is available at building entrance.\r\n- 3.5′-wide physical access lanes will be taped on the floor throughout the venue.\r\n- We'll have donuts! We have donuts for omnivores, gluten-free donuts, and vegan donuts.\r\n- A few other snacks (pretzels, vegan+gluten-free chips) will be available.\r\n- LaCroix soda and water will be available.\r\n- We have a Code of Conduct and require that all staff, speakers, attendees, and venue staff abide by it: https://donutjs.club/conduct/\r\n- A Code of Conduct responder will be on hand to respond to any Code of Conduct reports or questions.\r\n- A hard copy of our Code of Conduct will be posted at the check-in, by the refreshments, and in each of the bathrooms.\r\n\r\n## Our Nonprofit Beneficiary\r\n\r\nOur proceeds each quarter go to a local non-profit. This month we support [Street Roots](https://streetroots.org/), a local organization creating income opportunities for people experiencing homelessness and poverty by producing a newspaper and other media that are catalysts for individual and social change. ",https://donutjs.club,2020-02-25T18:00:00.000-08:00,2020-02-25T20:30:00.000-08:00,202395673,"Our venue is Alchemy Code Lab, at 30 NW 10th Ave. It’s a red brick building on the east side of the street. It’s across the street from Powell’s Bookstore. Alchemy Code Lab is on the second floor. There are ‘Alchemy Code Lab’ signs on the door, and we’ll have a big blue Donut.js sign out front too."
1250476816,RainSec - PDX Information Security Meetup,"<p>RainSec is an informal group of like-minded security professionals who meet to network and discuss topics of interest in a non-work, non-vendor setting.</p><p>While our target audience is experienced information security professionals, this is a public event open to any interested parties. If you have a friend or colleague who might benefit, please pass an invite along.</p> <p>Follow @PDXRainSec on Twitter for last minute updates.</p>\r\n\r\n<p>You can also find us on <a href=\https://www.meetup.com/RainSec/\ title=\RainSec on Meetup\>Meetup.com</a> and <a href=\https://groups.google.com/forum/#!forum/rainsec\ title=\RainSec on Google Groups\>Google Groups</a>.</p> If you're looking for more security-focused community meetups in the Portland area, check out <a href=\https://pdx-infosec.com\ title=\Portland Information Security Community\>pdx-infosec.com</a>.",https://www.meetup.com/RainSec/,2020-02-25T18:30:00.000-08:00,2020-02-25T21:30:00.000-08:00,202396036,Minors are allowed in the venue until 10:00pm.\r\n\r\nFree wifi provided by the Personal Telco Project.\r\n\r\nFood & beverages available for purchase from the venue.
1250476621,Programming with Python 3,"Have you ever thought programming was interesting, but don't know where to start? Do you want to unlock the true potential of computers? Join us!\r\n\r\nThis class is part 3 of an introduction to programming concepts with Python, an easy-to-learn programming language.\r\n\r\nIn this class you will learn the basics of Object Oriented Programming with Python. Encapsulation, Inheritance, Polymorphism and other scary sounding terms will be demystified!\r\n\r\nRecommended Prerequisites: Programming with Python 1 and Programming with Python 2",https://programpython3.eventbrite.com,2020-02-26T10:30:00.000-08:00,2020-02-26T13:00:00.000-08:00,202389965,
1250476756,PDXRust Hack Night,"Join your comrade Rustaceans at the Portland Rust Hack Night!\r\n\r\nAn evening of Rust hacking and unstructured discussion at Mozilla's Portland office. All welcome, from beginners to experts.\r\n\r\nAmong other things, we'll have a show of hands for people looking for help on Rust projects, and people interested in volunteering on a project, to see if we can't pair some folks up. If you've got a project, now's the time to get it into shape for collaboration!\r\n\r\nThere will be food! Let us know beforehand if you have any dietary restrictions.",https://www.meetup.com/PDXRust/events/268266020/,2020-02-26T18:00:00.000-08:00,2020-02-26T20:00:00.000-08:00,202393905,"Mozilla is on the block across NW 11th St from Powell's City of Books on Burnside. Entrance is by Peet's Coffee on Couch St. Take the elevator to the third floor. Around the corner, there's a glass door with a big Mozilla logo on it. We're Suite 320."
